title,developer,publisher,genres,category,overallAvgRating,reviewCount,finalAmount,baseAmount,discountPercentage,isDiscounted,isFree,globalReleaseDate,isGame,main_genre,release_year
Monster Prom 3: Monster Roadtrip,Beautiful Glitch,Beautiful Glitch,"['Adventure', 'Visual Novel', 'Comedy']",Adventure,3.1,6,6.66,11.99,44,True,False,1666299600.0,True,Adventure,2022.0
Lollypop,"Brain Bug, Rainbow Arts",Ziggurat Interactive,"['Action', 'Adventure', 'Platformer']",Action,3.7,3,2.89,5.69,49,True,False,757375200.0,True,Action,1993.0
RiME,Tequila Works,Grey Box,"['Action', 'Puzzle', 'Platformer']",Action,4.1,156,27.39,27.39,0,False,False,1495746000.0,True,Action,2017.0
Tainted Grail: Conquest + Original Soundtrack Bundle,Questline,Awaken Realms,"['Role-playing', 'Strategy', 'Fantasy']",Role-playing,5.0,1,8.99,22.49,60,True,False,1634763600.0,True,Role-playing,2021.0
My Memory of Us - Collector's Edition,Juggler Games,IMGN.PRO,"['Action', 'Adventure', 'Narrative']",Action,4.6,4,2.69,17.99,85,True,False,1539032400.0,True,Action,2018.0
ENDLESS™ Space - Definitive Edition,AMPLITUDE Studios,SEGA,"['Strategy', 'Turn-based', 'Sci-fi']",Strategy,3.9,5,2.49,9.99,75,True,False,1341349200.0,True,Strategy,2012.0
Order of Battle: Kriegsmarine,The Artistocrats,Slitherine Ltd.,"['Strategy', 'Turn-based', 'Tactical']",Strategy,2.9,1,3.99,9.99,60,True,False,1492635600.0,True,Strategy,2017.0
Womanizer - Adult Content,kamti,kamti,"['Adventure', 'Visual Novel', 'Narrative']",Adventure,4.1,6,0.0,0.0,0,False,True,1714165200.0,True,Adventure,2024.0
Stellaris: Cosmic Storms,Paradox Development Studio,Paradox Interactive,"['Strategy', 'Real-time', 'Sci-fi']",Strategy,1.7,2,10.39,12.99,20,True,False,1725915600.0,True,Strategy,2024.0
Adventures of Chris,"Guin Entertainment, LLC",Graffiti Games ,"['Action', 'Adventure', 'Platformer']",Action,3.8,5,12.49,12.49,0,False,False,1602104400.0,True,Action,2020.0
World Racing 2 - Champion Edition,Synetic GmbH,UniqueGames Publishing GmbH,"['Racing', 'Arcade', 'Sandbox']",Racing,4.0,14,2.99,9.99,70,True,False,1670450400.0,True,Racing,2022.0
Under Contract,Kinky Fridays,Kinky Fridays,"['Action', 'Arcade', 'Fantasy']",Action,3.6,10,6.19,8.19,24,True,False,1682888400.0,True,Action,2023.0
Nope Nope Nurses UNRATED,Dark One!,Shiravune,"['Adventure', 'Visual Novel', 'Horror']",Adventure,5.0,1,0.0,0.0,0,False,True,1619730000.0,True,Adventure,2021.0
The House of Da Vinci,Blue Brain Games,Blue Brain Games,"['Adventure', 'Strategy', 'Puzzle']",Adventure,3.9,23,3.99,19.99,80,True,False,1511474400.0,True,Adventure,2017.0
Card Shark Demo,Nerial,Devolver Digital,"['Adventure', 'Card Game', 'Historical']",Adventure,3.9,3,0.0,0.0,0,False,True,1654117200.0,True,Adventure,2022.0
Vagrus - The Riven Realms,Lost Pilgrims Studio,Lost Pilgrims Studio,"['Role-playing', 'Strategy', 'Fantasy']",Role-playing,4.2,61,15.95,29.99,47,True,False,1633381200.0,True,Role-playing,2021.0
AMID EVIL Demo,Indefatigable,New Blood Interactive,"['Shooter', 'Action', 'FPP']",Shooter,3.2,3,0.0,0.0,0,False,True,1621544400.0,True,Shooter,2021.0
Grim Nights,Edym Pixels,Edym Pixels,"['Strategy', 'Survival', 'Fantasy']",Strategy,4.1,4,1.99,2.99,33,True,False,1539291600.0,True,Strategy,2018.0
Secret Files: Sam Peters,Animation Arts,Ravenscourt,"['Adventure', 'Point-and-click', 'Modern']",Adventure,3.2,35,0.99,9.99,90,True,False,1382475600.0,True,Adventure,2013.0
As Far As The Eye,Unexpected,Goblinz Publishing,"['Strategy', 'Building', 'Managerial']",Strategy,3.6,16,4.19,20.99,80,True,False,1599685200.0,True,Strategy,2020.0
Jagged Alliance 3,Haemimont Games,THQ Nordic GmbH,"['Strategy', 'Turn-based', 'Modern']",Strategy,4.3,141,22.49,44.99,50,True,False,1689282000.0,True,Strategy,2023.0
Eliza,Zachtronics,Zachtronics,"['Adventure', 'Visual Novel', 'Sci-fi']",Adventure,4.3,21,7.39,14.79,50,True,False,1565557200.0,True,Adventure,2019.0
Railway Empire,Gaming Minds Studios,Kalypso Media Digital,"['Simulation', 'Economic', 'Managerial']",Simulation,3.6,106,7.49,29.99,75,True,False,1516917600.0,True,Simulation,2018.0
Blood West: Dead Man's Edition,Hyperstrange,New Blood Interactive,"['Shooter', 'Action', 'Horror']",Shooter,4.5,1,33.57,33.57,0,False,False,1734472800.0,True,Shooter,2024.0
A YEAR OF SPRINGS Soundtrack,npckc,npckc,"['Adventure', 'Visual Novel']",Adventure,3.0,1,2.79,3.99,30,True,False,1632862800.0,True,Adventure,2021.0
Spelp,Yawee,Yawee,"['Action', 'Arcade', 'Roguelike']",Action,4.0,2,4.99,4.99,0,False,False,1675116000.0,True,Action,2023.0
Katana ZERO,Askiisoft,Devolver Digital,"['Action', 'Combat', 'Platformer']",Action,4.6,131,7.49,12.49,40,True,False,1555534800.0,True,Action,2019.0
Fights in Tight Spaces,Ground Shatter,Raw Fury,"['Action', 'Strategy', 'Fighting']",Action,4.3,13,8.39,20.99,60,True,False,1614117600.0,True,Action,2021.0
Realpolitiks II,Jujubee S.A.,Fulqrum Publishing,"['Strategy', 'Simulation', 'Modern']",Strategy,2.8,6,3.79,24.99,85,True,False,1605650400.0,True,Strategy,2020.0
Call of Cthulhu: Dark Corners of the Earth,Headfirst Productions,Bethesda Softworks LLC,"['Action', 'FPP', 'Horror']",Action,3.9,147,1.69,4.99,66,True,False,1145998800.0,True,Action,2006.0
Talisman: Digital Classic Edition,Nomad Games,Nomad Games,"['Role-playing', 'Card Game', 'Fantasy']",Role-playing,3.4,70,0.0,0.0,0,False,True,1393279200.0,True,Role-playing,2014.0
Stellaris: Astral Planes,Paradox Development Studio,Paradox Interactive,"['Strategy', 'Real-time', 'Sci-fi']",Strategy,2.6,3,9.99,19.99,50,True,False,1700085600.0,True,Strategy,2023.0
The Cosmic Wheel Sisterhood,Deconstructeam,Devolver Digital,"['Adventure', 'Visual Novel', 'Narrative']",Adventure,4.1,23,8.79,17.49,50,True,False,1692133200.0,True,Adventure,2023.0
XCOM: Enemy Unknown Complete Pack,Firaxis Games,2K Games,"['Strategy', 'Turn-based', 'Sci-fi']",Strategy,4.4,251,5.99,29.99,80,True,False,1394143200.0,True,Strategy,2014.0
Morphopolis,"Dan Walters, Ceri Williams",Dan Walters,"['Adventure', 'Puzzle', 'Hidden Object']",Adventure,3.1,11,3.29,3.29,0,False,False,1407963600.0,True,Adventure,2014.0
Blasphemous Original Soundtrack,The Game Kitchen,Team17 Digital LTD.,"['Action', 'Metroidvania', 'Fantasy']",Action,4.5,1,1.99,3.99,50,True,False,1568062800.0,True,Action,2019.0
Fury Unleashed,Awesome Games Studio,Awesome Games Studio,"['Action', 'Combat', 'Roguelike']",Action,4.3,22,1.99,19.99,90,True,False,1588885200.0,True,Action,2020.0
The Legend of Heroes: Trails of Cold Steel III Demo,Nihon Falcom Corporation,"NIS America, Inc.","['Adventure', 'Turn-based', 'JRPG']",Adventure,3.0,1,0.0,0.0,0,False,True,1584914400.0,True,Adventure,2020.0
Overrogue,Exe Create Inc.,KEMCO,"['Adventure', 'Strategy', 'Fantasy']",Adventure,3.7,2,7.49,14.99,50,True,False,1657141200.0,True,Adventure,2022.0
Sins of a Solar Empire: Rebellion – Outlaw Sectors DLC,Ironclad Games,Stardock Entertainment,"['Strategy', 'Real-time', 'Sci-fi']",Strategy,2.4,4,1.99,4.99,60,True,False,1466542800.0,True,Strategy,2016.0
Return of the Phantom,MPS Labs,Ziggurat Interactive,"['Adventure', 'Point-and-click', 'Detective-mystery']",Adventure,3.7,34,2.59,5.69,54,True,False,746830800.0,True,Adventure,1993.0
Infectonator 3: Apocalypse,Toge Productions,Armor Games Studios,"['Simulation', 'Strategy', 'Modern']",Simulation,3.6,14,2.59,12.79,80,True,False,1525899600.0,True,Simulation,2018.0
Ring of Pain,"Simon Boxer, Twice Different",Humble Games,"['Strategy', 'Card Game', 'Roguelike']",Strategy,4.3,13,5.99,19.99,70,True,False,1602709200.0,True,Strategy,2020.0
Troublemaker,Gamecom Team,indie.io,"['Action', 'Combat', 'JRPG']",Action,4.3,2,7.99,19.99,60,True,False,1680210000.0,True,Action,2023.0
RAILGRADE ,Minakata Dynamics,Minakata Dynamics,"['Simulation', 'Strategy', 'Managerial']",Simulation,4.0,17,14.49,28.99,50,True,False,1697144400.0,True,Simulation,2023.0
ENDLESS™ Space 2 - Dark Matter,AMPLITUDE Studios,SEGA,"['Strategy', 'Turn-based', 'Sci-fi']",Strategy,5.0,1,0.89,2.99,70,True,False,1620248400.0,True,Strategy,2021.0
Inspector Waffles Early Days,Goloso Games,Goloso Games,"['Adventure', 'Point-and-click', 'Detective-mystery']",Adventure,4.6,3,7.49,9.99,25,True,False,1731621600.0,True,Adventure,2024.0
Masquerada: Songs and Shadows,Witching Hour Studios ,Ysbryd Games,"['Role-playing', 'Action', 'Fantasy']",Role-playing,3.9,22,4.59,18.29,75,True,False,1475182800.0,True,Role-playing,2016.0
Dread Templar,T19 Games,Fulqrum Publishing,"['Shooter', 'FPP', 'Fantasy']",Shooter,4.1,41,3.99,19.99,80,True,False,1674684000.0,True,Shooter,2023.0
Dr. Fetus' Mean Meat Machine,Headup Games,Headup,"['Action', 'Puzzle', 'Platformer']",Action,2.8,2,1.99,9.99,80,True,False,1687381200.0,True,Action,2023.0
RICE - Repetitive Indie Combat Experience™,Pirate-Rob,indie.io,"['Action', 'Combat', 'Roguelike']",Action,3.8,2,3.99,4.99,20,True,False,1682888400.0,True,Action,2023.0
Succubus - Summer Armors DLC,Madmind Studio,Madmind Studio,"['Action', 'Adventure', 'Horror']",Action,2.7,3,1.49,1.99,25,True,False,1655931600.0,True,Action,2022.0
Distant Worlds 2,Code Force,Slitherine Ltd.,"['Simulation', 'Strategy', 'Sci-fi']",Simulation,3.6,34,21.04,41.99,50,True,False,1646863200.0,True,Simulation,2022.0
Behind the Frame: The Finest Scenery,Silver Lining Studio,"Akupara Games, Akatsuki Taiwan Inc.","['Adventure', 'Visual Novel', 'Narrative']",Adventure,4.2,16,7.69,12.79,40,True,False,1629838800.0,True,Adventure,2021.0
The Legend of Skye,Point & Pixel Adventures,Point & Pixel Adventures,"['Adventure', 'Point-and-click', 'Puzzle']",Adventure,3.9,8,6.49,10.79,40,True,False,1712005200.0,True,Adventure,2024.0
Layers of Fear Digital Deluxe,Bloober Team SA,Bloober Team SA,"['Adventure', 'FPP', 'Horror']",Adventure,3.0,2,23.59,23.59,0,False,False,1470085200.0,True,Adventure,2016.0
Realms of Arkania: Star Trail (Remake),"United Independent Entertainment GmbH, Crafty Studios",United Independent Entertainment GmbH,"['Role-playing', 'Turn-based', 'Fantasy']",Role-playing,3.2,7,14.79,14.79,0,False,False,1502312400.0,True,Role-playing,2017.0
Alien: Isolation Collection,Creative Assembly,SEGA,"['Action', 'Survival', 'Horror']",Action,4.5,67,10.0,49.99,80,True,False,1443474000.0,True,Action,2015.0
Torment: Tides of Numenera - Immortal Edition,inXile Entertainment,inXile Entertainment,"['Adventure', 'Role-playing', 'Fantasy']",Adventure,3.6,15,12.59,62.99,80,True,False,1488232800.0,True,Adventure,2017.0
Missile Command: Recharged,Adamvision Studios,Atari,"['Action', 'Arcade', '']",Action,4.5,3,3.19,8.99,65,True,False,1667253600.0,True,Action,2022.0
Absolute Tactics: Daughters of Mercy Demo,Curious Fate,Akupara Games,"['Strategy', 'Turn-based', 'Fantasy']",Strategy,2.8,2,0.0,0.0,0,False,True,1663189200.0,True,Strategy,2022.0
Expeditions: Rome - Death or Glory,Logic Artists,THQ Nordic GmbH,"['Role-playing', 'Strategy', 'Historical']",Role-playing,2.6,4,3.29,9.99,67,True,False,1649710800.0,True,Role-playing,2022.0
Flowers - Le Volume Sur Hiver,Innocent Grey,JAST USA,"['Adventure', 'Visual Novel', 'Narrative']",Adventure,4.3,1,10.09,16.79,40,True,False,1655499600.0,True,Adventure,2022.0
Darksiders III - The Crucible,Gunfire Games,THQ Nordic GmbH,"['Action', 'Adventure', 'Fantasy']",Action,4.4,2,1.39,6.99,80,True,False,1551132000.0,True,Action,2019.0
The Chronicles Of Myrtana: Archolos,The Chronicles Of Myrtana Team,The Chronicles Of Myrtana Team,"['Role-playing', 'Adventure', 'Fantasy']",Role-playing,4.8,291,0.0,0.0,0,False,True,1639087200.0,True,Role-playing,2021.0
Tyrant's Blessing,Mercury Game Studio,indie.io,"['Role-playing', 'Strategy', 'Fantasy']",Role-playing,3.2,4,6.99,19.99,65,True,False,1659906000.0,True,Role-playing,2022.0
Castle on the Coast,Big Heart Productions,Klabater,"['Action', 'Adventure', 'Platformer']",Action,4.3,10,2.99,14.99,80,True,False,1638396000.0,True,Action,2021.0
Duck Detective: The Ghost of Glamping,Happy Broccoli Games,Happy Broccoli Games,"['Adventure', 'Point-and-click', 'Detective-mystery']",Adventure,4.8,10,9.75,9.75,0,False,False,1747861200.0,True,Adventure,2025.0
Death Squared,SMG Studio,SMG Studio,"['Strategy', 'Puzzle', 'Tactical']",Strategy,4.8,7,2.49,12.49,80,True,False,1489442400.0,True,Strategy,2017.0
Holy Potatoes! A Weapon Shop?!,Daylight Studios,Daedalic Entertainment,"['Simulation', 'Action', 'Managerial']",Simulation,3.0,17,0.99,9.99,90,True,False,1436734800.0,True,Simulation,2015.0
Draugen,Red Thread Games,Red Thread Games,"['Action', 'Adventure', 'Detective-mystery']",Action,3.4,44,4.99,19.99,75,True,False,1559077200.0,True,Action,2019.0
Hero of the Kingdom: The Lost Tales 1,Lonely Troops,Lonely Troops,"['Adventure', 'Role-playing', 'Fantasy']",Adventure,4.0,12,1.39,6.89,80,True,False,1587070800.0,True,Adventure,2020.0
Epic Tavern,Hyperkinetic Studios,Epic Tavern Holdings,"['Role-playing', 'Strategy', 'Fantasy']",Role-playing,2.9,23,22.99,22.99,0,False,False,1505250000.0,True,Role-playing,2017.0
Sengoku Rance,Alicesoft,MangaGamer,"['Adventure', 'Role-playing', 'JRPG']",Adventure,4.6,27,34.95,34.95,0,False,False,1671487200.0,True,Adventure,2022.0
Project Wingman: Frontline-59 Campaign,Sector D2,"Humble Games, Sector D2","['Action', 'Simulation', 'Modern']",Action,4.3,1,3.99,4.99,20,True,False,1733004000.0,True,Action,2024.0
Star Dynasties Bloodlines,Pawley Games,Iceberg Interactive,"['Strategy', 'Turn-based', 'Sci-fi']",Strategy,3.8,1,2.99,6.59,55,True,False,1646776800.0,True,Strategy,2022.0
ITORAH Save the World Edition,Grimbart Tales,Assemble Entertainment,"['Action', 'Adventure', 'Platformer']",Action,4.0,1,3.0,29.99,90,True,False,1647813600.0,True,Action,2022.0
Serious Sam 4 Deluxe Edition Upgrade,Croteam,Devolver Digital,"['Action', 'Adventure', 'Sci-fi']",Action,3.0,1,3.99,10.0,60,True,False,1600894800.0,True,Action,2020.0
Grimoire : Heralds of the Winged Exemplar,Cleveland Mark Blakemore,Golden Era Games,"['Role-playing', 'Turn-based', 'Fantasy']",Role-playing,3.7,77,8.19,8.19,0,False,False,1501794000.0,True,Role-playing,2017.0
Banners of Ruin - The Powdermaster,MonteBearo,Goblinz Publishing,"['Role-playing', 'Strategy', 'Roguelike']",Role-playing,4.8,1,1.49,2.99,50,True,False,1659042000.0,True,Role-playing,2022.0
Daydream: Forgotten Sorrow,Frozen line,Ravenage Games,"['Adventure', 'Puzzle', 'Platformer']",Adventure,2.7,2,9.79,19.5,50,True,False,1686690000.0,True,Adventure,2023.0
Expansion - Europa Universalis IV: Domination,"Paradox Development Studio, Paradox Tinto",Paradox Interactive,"['Strategy', 'Real-time', 'Historical']",Strategy,2.0,3,15.99,19.99,20,True,False,1681765200.0,True,Strategy,2023.0
Graveyard Keeper - Better Save Soul,Lazy Bear Games,tinyBuild,"['Adventure', 'Simulation', 'Mystery']",Adventure,3.2,4,1.59,7.99,80,True,False,1635282000.0,True,Adventure,2021.0
To The Rescue!,Little Rock Games,indie.io,"['Simulation', 'Building', 'Managerial']",Simulation,3.6,3,8.99,19.99,55,True,False,1635804000.0,True,Simulation,2021.0
Black Mirror,KING Art,THQ Nordic GmbH,"['Adventure', 'Point-and-click', 'Horror']",Adventure,2.7,34,3.0,29.99,90,True,False,1511820000.0,True,Adventure,2017.0
Born Punk,Insert Disk 22,Insert Disk 22,"['Action', 'Point-and-click', 'Sci-fi']",Action,3.6,16,3.39,16.79,80,True,False,1655499600.0,True,Action,2022.0
Nemezis: Mysterious Journey Soundtrack,Detalion Games S.A.,"PlayWay S.A., Detalion Games S.A.","['Adventure', 'Point-and-click', 'Puzzle']",Adventure,5.0,1,6.99,6.99,0,False,False,1625691600.0,True,Adventure,2021.0
A Game of Thrones: The Board Game,Dire Wolf Digital,Twin Sails Interactive,"['Strategy', 'Card Game', 'Fantasy']",Strategy,3.1,7,8.99,19.99,55,True,False,1601931600.0,True,Strategy,2020.0
Wreckfest - Season Pass 2,Bugbear,THQ Nordic GmbH,"['Racing', 'Simulation', 'Rally']",Racing,2.3,2,6.49,12.99,50,True,False,1600117200.0,True,Racing,2020.0
要来点百合吗 Love Yuri,"琉璃花糖制作组, Garakowa Marshmallow",MediBang Games,"['Adventure', 'Visual Novel', 'JRPG']",Adventure,2.9,2,2.09,2.78,25,True,False,1692306000.0,True,Adventure,2023.0
Golden Idol Mysteries : Game + DLC Bundle,Color Gray Games,Playstack,"['Adventure', 'Point-and-click', 'Mystery']",Adventure,5.0,3,17.29,26.49,35,True,False,1693429200.0,True,Adventure,2023.0
Endzone - A World Apart Save the World Edition,Gentlymad Studios,Assemble Entertainment,"['Simulation', 'Strategy', 'Survival']",Simulation,3.9,4,20.0,39.99,50,True,False,1616018400.0,True,Simulation,2021.0
Serin Fate,Vethergen,Crytivo,"['Role-playing', 'Adventure', 'Open World']",Role-playing,3.6,5,4.19,16.79,75,True,False,1629838800.0,True,Role-playing,2021.0
Ken Follett's The Pillars of the Earth - Soundtrack,Daedalic Entertainment,Daedalic Entertainment,"['Adventure', 'Point-and-click', 'Historical']",Adventure,3.7,1,1.49,2.99,50,True,False,1502744400.0,True,Adventure,2017.0
Eiyuden Chronicle: Hundred Heroes - Digital Deluxe Edition,Rabbit and Bear Studios,505 Games,"['Action', 'Adventure', 'Fantasy']",Action,2.8,12,31.99,79.99,60,True,False,1713819600.0,True,Action,2024.0
Montezuma's Revenge,Normal Distribution LLC,Normal Distribution LLC,"['Action', 'Adventure', 'Platformer']",Action,4.4,10,3.99,7.99,50,True,False,1602536400.0,True,Action,2020.0
Daymare: 1994 Sandcastle,Invader Studios,Leonardo Interactive,"['Shooter', 'TPP', 'Horror']",Shooter,4.0,12,29.99,29.99,0,False,False,1693342800.0,True,Shooter,2023.0
The Legend of Heroes: Trails of Cold Steel III - Consumable Value Set,Nihon Falcom Corporation,"NIS America, Inc.","['Adventure', 'Turn-based', 'JRPG']",Adventure,2.0,1,11.99,29.86,60,True,False,1584914400.0,True,Adventure,2020.0
Meat Puppet,Kronos Digital Entertainment,Piko Interactive,"['Action', 'Puzzle', 'Platformer']",Action,4.2,3,3.09,8.79,65,True,False,870382800.0,True,Action,1997.0
Dungeon's Legion,Lunasoft,Kagura Games,"['Adventure', 'Visual Novel', 'Fantasy']",Adventure,4.2,5,15.59,19.5,20,True,False,1697230800.0,True,Adventure,2023.0
Expeditions: Rome,Logic Artists,THQ Nordic GmbH,"['Role-playing', 'Strategy', 'Historical']",Role-playing,3.9,48,14.89,44.99,67,True,False,1642629600.0,True,Role-playing,2022.0
Souldiers,Retro Forge,Dear Villagers,"['Action', 'Adventure', 'Metroidvania']",Action,3.8,21,19.99,19.99,0,False,False,1654117200.0,True,Action,2022.0
CONSCRIPT,Catchweight Studio,Team17,"['Action', 'Adventure', 'Horror']",Action,4.3,16,12.99,19.99,35,True,False,1721682000.0,True,Action,2024.0
Zwei: The Ilvard Insurrection,Nihon Falcom Corporation,XSEED Games,"['Role-playing', 'Action', 'Fantasy']",Role-playing,4.1,8,7.99,19.99,60,True,False,1509400800.0,True,Role-playing,2017.0
Tcheco in the Castle of Lucio,Marcelo Barbosa,Marcelo Barbosa,"['Action', 'Adventure', 'Platformer']",Action,4.5,4,0.99,0.99,0,False,False,1434920400.0,True,Action,2015.0
Fortune's Run,Team Fortune,Team Fortune,"['Action', 'Role-playing', 'Sci-fi']",Action,4.1,7,19.5,19.5,0,False,False,1695848400.0,True,Action,2023.0
Caves of Qud - Dromad Deluxe Edition,Freehold Games,Freehold Games,"['Strategy', 'Turn-based', 'Roguelike']",Strategy,4.2,1,37.98,44.59,15,True,False,1733349600.0,True,Strategy,2024.0
Hero of the Kingdom: The Lost Tales 2,Lonely Troops,Lonely Troops,"['Adventure', 'Role-playing', 'Fantasy']",Adventure,3.9,8,1.39,6.99,80,True,False,1637272800.0,True,Adventure,2021.0
COVID: The Outbreak,Jujubee S.A.,Jujubee S.A.,"['Strategy', 'Real-time', 'Managerial']",Strategy,2.0,70,1.19,11.99,90,True,False,1590699600.0,True,Strategy,2020.0
Deadly Dozen Pacific Theater,N-Fusion Interactive,Ziggurat Interactive,"['Action', 'Strategy', 'FPP']",Action,3.8,7,3.69,8.19,55,True,False,1036965600.0,True,Action,2002.0
Warsim: The Realm of Aslona,Huw Millward,Huw Millward,"['Role-playing', 'Simulation', 'Fantasy']",Role-playing,4.3,11,6.79,9.75,30,True,False,1671487200.0,True,Role-playing,2022.0
Sniper: Ghost Warrior 2,City Interactive,CI Games,"['Shooter', 'Action', 'Stealth']",Shooter,3.7,75,0.99,9.99,90,True,False,1363039200.0,True,Shooter,2013.0
Song of Farca,Wooden Monkeys,Alawar,"['Adventure', 'Simulation', 'Detective-mystery']",Adventure,3.3,14,1.99,19.5,90,True,False,1626901200.0,True,Adventure,2021.0
Higurashi When They Cry Hou - Ch.6 Tsumihoroboshi,07th Expansion,MangaGamer,"['Adventure', 'Visual Novel', 'Mystery']",Adventure,4.2,2,4.29,6.59,35,True,False,1528923600.0,True,Adventure,2018.0
Tokyo Clanpool,"Idea Factory, Compile Heart",Eastasiasoft Limited,"['Adventure', 'Role-playing', 'JRPG']",Adventure,2.3,18,29.99,39.99,25,True,False,1734559200.0,True,Adventure,2024.0
Retro Shooter Rampage Bundle,Ziggurat Interactive,Ziggurat Interactive,"['Shooter', 'Action', 'FPP']",Shooter,2.8,5,9.89,16.39,40,True,False,1620162000.0,True,Shooter,2021.0
